,Institute,City,"Degree, Duration",Fee,Deadline,Programs
610,2. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Clinical Laboratory Sciences
611,3. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Clinical Laboratory Sciences
612,4. University Of Kotli,Kotli,"BS , 4 Years",0.0,08-09-2023,Clinical Laboratory Sciences
613,5. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Clinical Laboratory Sciences
614,6. Women University Swabi,Swabi,"BS , 4 Years",77000.0,06-02-2023,Clinical Laboratory Sciences
615,7. Indus University,Karachi,"BS , 4 Years",134000.0,20-01-2024,Clinical Laboratory Sciences
616,8. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Clinical Laboratory Sciences
617,9. Zia-ud-din Medical University,Karachi,"BS , 4 Years",86000.0,19-08-2023,Clinical Laboratory Sciences
618,10. National Institute Of Physical Therapy And Rehabilitation Sciences,Karachi,"BS , 4 Years",0.0,10-12-2020,Clinical Laboratory Sciences
619,11. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Clinical Laboratory Sciences
620,12. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,20-01-2024,Clinical Laboratory Sciences
621,13. Sindh Institute Of Medical And Allied Sciences,Karachi,"BS , 4 Years",0.0,10-02-2023,Clinical Laboratory Sciences
622,14. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Clinical Laboratory Sciences
623,1. Dadabhoy Institute Of Higher Education,Karachi,"BS , 4 Years",104750.0,02-02-2018,Clinical Micro Biology
624,1. Isra University [isb]],Islamabad,"BS , 4 Years",0.0,05-09-2022,Clinical Pharmacology
625,1. Sohail University,Karachi,"BS , 4 Hours",0.0,06-10-2023,Critical Care Sciences
626,2. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Critical Care Sciences
627,3. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Critical Care Sciences
628,4. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Critical Care Sciences
629,5. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Critical Care Sciences
630,1. Islamic International Dental College/hospital,Islamabad,"AD , 2 Years",0.0,19-03-2021,Dental Laboratory Technecian
631,1. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Dermatology
632,2. The University Of Faisalabad,Faisalabad,"BS , 4 Years",0.0,07-10-2023,Dermatology
633,3. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Dermatology
634,1. Women University Swabi,Swabi,"BS , 4 Years",77000.0,18-08-2023,Diagnostic Medical Sonography
635,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Diagnostic Radiology
636,2. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Diagnostic Radiology
637,3. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Diagnostic Radiology
638,4. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Diagnostic Radiology
639,1. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Dialysis Technology
640,2. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Dialysis Technology
641,3. Shifa Tameer-e-millat University,Islamabad,"AD , 2 Years",14000.0,22-11-2023,Dialysis Technology
642,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Dialysis Technology
643,5. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Dialysis Technology
644,6. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Dialysis Technology
645,7. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Dialysis Technology
646,8. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Dialysis Technology
647,9. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Dialysis Technology
648,1. Wazirabad College Of Pharmacy,Wazirabad,"DIP , 2 Years",0.0,19-03-2022,Dispenser
649,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BEMS , 5 Years",80200.0,25-12-2023,Eastern Medicine & Surgery
650,2. Government College University,Faisalabad,"BEMS , 5 Years",64000.0,30-11--0001,Eastern Medicine & Surgery
651,3. University Of Balochistan,Quetta,"BS , 4 Years",21120.0,20-08-2022,Eastern Medicine & Surgery
652,"4. Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BEMS , 5 Years",32000.0,30-09-2023,Eastern Medicine & Surgery
653,5. Hamdard University,Karachi,"BEMS , 5 Years",100100.0,15-07-2023,Eastern Medicine & Surgery
654,6. Jinnah University For Women,Karachi,"BEMS , 5 Years",102000.0,04-01-2022,Eastern Medicine & Surgery
655,7. Shaheed Benazir Bhutto Dewan University,Karachi,"BEMS , 5 Years",146000.0,02-01-2018,Eastern Medicine & Surgery
656,8. Zia-ud-din Medical University,Karachi,"BEMS , 5 Years",184000.0,19-08-2023,Eastern Medicine & Surgery
657,9. Qarshi University (lhr),Lahore,"BEMS , 5 Years",125000.0,10-08-2023,Eastern Medicine & Surgery
658,10. The Superior University,Lahore,"BEMS , 5 Years",0.0,25-01-2024,Eastern Medicine & Surgery
659,11. Qarshi University,Muridke,"BEMS , 5 Years",0.0,30-11--0001,Eastern Medicine & Surgery
660,12. Hamdard University - Islamabad Campus,Islamabad,"BS , 4 Years",0.0,15-07-2023,Eastern Medicine & Surgery
661,13. Himayat-e-islam Tibbiyah College,Lahore,"BEMS , 4 Years",0.0,16-10-2022,Eastern Medicine & Surgery
662,14. National Institution Of Management Sciences,Faisalabad,"DIP , 4 Years",0.0,27-10-2018,Eastern Medicine & Surgery
663,1. National University Of Medical Sciences,Rawalpindi,"BS , 4 Years",0.0,07-08-2023,Emergency & Clinical Medicine Technology
664,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Emerging Care Technology
665,2. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",57300.0,01-11-2023,Emerging Care Technology
666,3. Bannu College Of Medical Technologies,Bannu,"BS , 4 Years",0.0,21-10-2022,Emerging Care Technology
667,1. Kinnaird College For Women,Lahore,"BS , 4 Years",90200.0,21-07-2023,Food Sciences & Human Nutrition
668,1. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Gastroenterology
669,2. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Gastroenterology
670,1. Institute Of Professional Learning,Charsadda,"BS , 4 Years",0.0,31-07-2014,Health
671,2. National Institute Of Health And Management Sciences,Peshawar,"BS (HONS) , 4 Years",0.0,22-12-2023,Health
672,1. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",144000.0,29-09-2022,Health Services Management
673,1. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,Health Technology
674,2. Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",122390.0,16-05-2023,Health Technology
675,3. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Health Technology
676,4. International College Of Health Sciences,Peshawar,"BS , 4 Years",0.0,19-11-2022,Health Technology
677,5. Comwave Institute Of Information Technology,Islamabad,"BS , 4 Years",0.0,18-11-2023,Health Technology
678,6. Premier Institute Of Health And Management Sciences,Peshawar,"BS , 4 Years",0.0,02-11-2023,Health Technology
679,1. Air University,Islamabad,"BS , 4 Years",175392.0,08-01-2024,Healthcare Systems Management
680,2. The University Of Faisalabad,Faisalabad,"BS , 4 Years",0.0,07-10-2023,Healthcare Systems Management
681,1. University Of Peshawar,Peshawar,"BS , 4 Years",0.0,16-10-2023,Human Development (early Child Development)
682,2. University Of Home Economics,Lahore,"BS , 4 Years",0.0,29-09-2023,Human Development (early Child Development)
683,3. College Of Home Economics,Peshawar,"BS , 4 Years",0.0,04-10-2021,Human Development (early Child Development)
684,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,06-01-2024,Investigative Ophthalmology
685,2. College Of Ophthalmology & Allied Vision Sciences,Lahore,"B.Sc. , 4 Years",0.0,10-01-2022,Investigative Ophthalmology
686,1. Health Services Academy,Islamabad,"BS , 4 Years",0.0,30-10-2023,Medical Entomology & Disease Vector Control
687,1. The University Of Faisalabad,Faisalabad,"BS , 4 Years",135200.0,07-10-2023,Medical Laboratory Sciences
688,2. Baqai Medical University,Karachi,"BS , 4 Years",0.0,13-10-2023,Medical Laboratory Sciences
689,3. The Superior University,Lahore,"BS , 4 Years",141600.0,25-01-2024,Medical Laboratory Sciences
690,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",147400.0,31-01-2024,Medical Laboratory Sciences
691,5. The University Of Lahore ( Islamabad Campus ),Islamabad,"MD , 5 Years",0.0,11-10-2019,Medical Laboratory Sciences
692,"6. The University Of Lahore, Sub Campus",Sargodha,"BS , 4 Years",0.0,04-11-2023,Medical Laboratory Sciences
693,7. Al Wateen Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,22-02-2019,Medical Laboratory Sciences
694,8. Vertex College Of Science And Technology,Islamabad,"BS , 5 Years",0.0,02-11-2018,Medical Laboratory Sciences
695,9. Hussain College Of Health Sciences,Lahore,"BS , 4 Years",0.0,31-08-2020,Medical Laboratory Sciences
696,10. Zohra Institute Of Health Sciences,Rawalpindi,"BS , 4 Years",90000.0,01-01-2021,Medical Laboratory Sciences
697,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Medical Technology
698,2. University Of Kotli,Kotli,"BS , 4 Years",0.0,08-09-2023,Medical Technology
699,3. Zia-ud-din Medical University,Karachi,"B.Sc. , 3 Years",96500.0,19-08-2023,Medical Technology
700,4. Pakistan Institute Of Medical Sciences,Islamabad,"BS , 4 Years",0.0,21-09-2015,Medical Technology
701,5. Sughra Shafi Medical Complex,Narowal,"B.Sc. , 2 Years",,30-11--0001,Medical Technology
702,1. Aga Khan University,Karachi,"B.Sc. , 2 Years",288000.0,28-04-2022,Midwifery
703,2. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Midwifery
704,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Neuro Electrophysiology
705,1. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Neuro Physiology Technology
706,2. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Neuro Physiology Technology
707,3. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Neuro Physiology Technology
708,4. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Neuro Physiology Technology
709,5. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,15-01-2024,Neuro Physiology Technology
710,6. The Childrens Hospital & The Institute Of Child Health,Lahore,"BS , 4 Years",0.0,18-12-2023,Neuro Physiology Technology
711,1. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Obstetrics & Gynaecology
712,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Occupational Therapy
713,2. Dow University Of Health Sciences,Karachi,"B.Sc. [Hons] , 4 Years",140000.0,06-12-2019,Occupational Therapy
714,3. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Occupational Therapy
715,4. Shaheed Benazir Bhutto Dewan University,Karachi,"BS , 5 Years",140000.0,15-02-2019,Occupational Therapy
716,5. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Occupational Therapy
717,6. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Occupational Therapy
718,7. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",123000.0,31-01-2024,Occupational Therapy
719,8. Bilawal Medical College,Jamshoro,"BS , 4 Years",0.0,15-06-2023,Occupational Therapy
720,9. Sindh Institute Of Physical Medecine & Rehabilitaion,Karachi,"BS , 4 Years",0.0,17-01-2024,Occupational Therapy
721,10. National Institute Of Modern Studies,Islamabad,"BS , 4 Years",0.0,06-02-2022,Occupational Therapy
722,11. Psrd College Of Rehabilitation Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,31-01-2024,Occupational Therapy
723,12. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Occupational Therapy
724,13. Multan College Of Physiotherapy,Multan,"BS , 4 Years",0.0,30-09-2019,Occupational Therapy
725,14. College Of Physical Medicine & Rehabilitation,Peshawar,"BS , 4 Years",0.0,25-01-2022,Occupational Therapy
726,15. Jinnah Postgraduate Medical Centre/hospital,Karachi,"B.Sc. , 3 Years",0.0,15-02-2024,Occupational Therapy
727,16. The Childrens Hospital & The Institute Of Child Health,Lahore,"B.Sc. [Hons] , 4 Years",0.0,18-12-2023,Occupational Therapy
728,1. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Operation Theater Technology
729,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Operation Theater Technology
730,3. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",0.0,15-07-2022,Operation Theater Technology
731,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Operation Theater Technology
732,5. Sir Syed Case Institute Of Technology,Islamabad,"BS , 4 Years",0.0,03-01-2024,Operation Theater Technology
733,6. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Operation Theater Technology
734,7. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Operation Theater Technology
735,8. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,22-07-2022,Operation Theater Technology
736,9. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,24-03-2024,Operation Theater Technology
737,10. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Operation Theater Technology
738,11. D. G. Khan Medical College,D.g.khan,"B.Sc. [Hons] , 4 Years",0.0,16-01-2023,Operation Theater Technology
739,12. Aziz Fatimah Medical And Dental College,Faisalabad,"BS , 4 Years",0.0,31-10-2022,Operation Theater Technology
740,13. Independent Medical College,Faisalabad,"B.Sc. [Hons] , 4 Years",0.0,30-09-2021,Operation Theater Technology
741,14. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Operation Theater Technology
742,15. Allied College Of Health Sciences,Khanewal,"BS , 4 Years",0.0,30-09-2021,Operation Theater Technology
743,16. Akhtar Saeed Medical And Dental College,Lahore,"B.Sc. [Hons] , 4 Years",0.0,31-08-2020,Operation Theater Technology
744,17. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Operation Theater Technology
745,18. Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0.0,02-09-2023,Operation Theater Technology
746,19. Dr Yahya Institute Of Medical Sciences,Layyah,"BS , 4 Years",0.0,15-12-2021,Operation Theater Technology
747,20. Allied College Of Health Sciences,Multan,"BS , 4 Years",0.0,30-09-2021,Operation Theater Technology
748,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Operation Theatre Sciences
749,2. Jinnah Sindh Medical University,Karachi,"BS , 4 Hours",0.0,06-01-2024,Operation Theatre Sciences
750,3. Indus University,Karachi,"BS , 4 Years",114000.0,20-01-2024,Operation Theatre Sciences
751,4. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,15-07-2020,Operation Theatre Sciences
752,5. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",131200.0,31-01-2024,Operation Theatre Sciences
753,6. Indus College Of Allied Health,Karachi,"BS , 4 Years",0.0,08-01-2023,Operation Theatre Sciences
754,7. Liaquat National Medical College,Karachi,"BS , 4 Years",0.0,24-12-2022,Operation Theatre Sciences
755,8. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Hours",0.0,04-12-2023,Operation Theatre Sciences
756,9. Faisal Institute Of Health Sciences,Faisalabad,"BS , 4 Years",0.0,05-01-2023,Operation Theatre Sciences
757,10. Prime Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,30-08-2023,Operation Theatre Sciences
758,11. Abu Zafar Institute Of Medical Sciences,Karachi,"BS , 4 Years",0.0,31-12-2018,Operation Theatre Sciences
759,12. Tabba Heart Institute,Karachi,"BS , 4 Years",0.0,20-12-2017,Operation Theatre Sciences
760,13. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,10-08-2023,Operation Theatre Sciences
761,1. Government College University,Faisalabad,"B.Sc. , 4 Years",61000.0,30-11--0001,Operation Theatre Technician
762,2. Sheikh Zayed Medical College/hospital,Rahim Yar Khan,"B.Sc. , 2 Years",0.0,30-11-2023,Operation Theatre Technician
763,3. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Operation Theatre Technician
764,4. Amna Inayat Medical College,Sheikhupura,"BS , 4 Years",0.0,18-11-2017,Operation Theatre Technician
765,5. Gulab Devi Chest Hospital,Lahore,"B.Sc. , 4 Years",0.0,30-11--0001,Operation Theatre Technician
766,6. The Childrens Hospital & The Institute Of Child Health,Lahore,"B.Sc. [Hons] , 4 Years",0.0,18-12-2023,Operation Theatre Technician
767,7. Gulab Devi Post Graduate Medical Institute,Lahore,"B.Sc. [Hons] , 4 Years",0.0,07-08-2018,Operation Theatre Technician
768,8. Shalamar School Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,30-11-2023,Operation Theatre Technician
769,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Ophthalmic Technician
770,1. College Of Ophthalmology & Allied Vision Sciences,Lahore,"B.Sc. , 4 Years",0.0,10-01-2022,Ophthalmology
771,2. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Ophthalmology
772,1. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Optometry & Orthoptics
773,2. Rawalpindi Medical University,Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,30-01-2024,Optometry & Orthoptics
774,3. Riphah International University,Islamabad,"BS , 4 Years",0.0,30-07-2023,Optometry & Orthoptics
775,4. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Optometry & Orthoptics
776,5. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Optometry & Orthoptics
777,6. Gulab Devi Educational Complex,Lahore,"BS , 4 Years",0.0,02-09-2023,Optometry & Orthoptics
778,7. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Optometry & Orthoptics
779,"8. Pakistan Institute Of Opthamology,al-shifa Trust Eye Hopital",Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,02-12-2023,Optometry & Orthoptics
780,9. Shalamar School Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,30-11-2023,Optometry & Orthoptics
781,10. Al-shifa Trust Eye Hospital [jhelum Road],Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,26-11-2017,Optometry & Orthoptics
782,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,06-01-2024,Orthoptics
783,1. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Paediatric
784,1. Zia-ud-din Medical University,Karachi,"LLD , 5 Years",0.0,31-07-2021,Paediatric Medicine
785,1. Khyber Medical University,Peshawar,"BS , 4 Years",0.0,14-11-2023,Paramedics
786,1. University Of Sargodha,Sargodha,"BS , 4 Years",0.0,31-07-2023,Pathology
787,2. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Pathology
788,3. Hefa Foundation,Peshawar,"BS , 4 Years",0.0,05-11-2020,Pathology
789,4. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Pathology
790,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Perfusion Sciences
791,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",39800.0,25-12-2023,Physiology
792,2. Government College University,Faisalabad,"BS , 4 Years",49000.0,04-01-2024,Physiology
793,3. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Physiology
794,4. University Of Karachi,Karachi,"BS , 4 Years",27600.0,27-12-2023,Physiology
795,5. Royal Gorup Of Colleges,Gujranwala,"BS , 4 Years",0.0,27-10-2018,Physiology
796,6. Advance Life College Of Medical Sciences,Lahore,"BS , 4 Years",0.0,30-11-2016,Physiology
797,7. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Physiology
798,8. Sialkot Medical College,Sialkot,"BS , 4 Years",0.0,20-08-2018,Physiology
799,9. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,30-10-2018,Physiology
800,10. Gulab Devi Post Graduate Medical Institute,Lahore,"BS , 4 Years",0.0,12-08-2017,Physiology
801,1. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Radiation Oncology
802,1. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Radiation Therapy Technology
803,1. Hussain College Of Health Sciences,Lahore,"BS , 4 Years",0.0,31-08-2020,Radiographer
804,2. Amna Inayat Medical College,Sheikhupura,"BS , 4 Years",0.0,18-11-2017,Radiographer
805,3. Faisal Institute Of Health Sciences,Faisalabad,"BS , 4 Years",0.0,05-01-2023,Radiographer
806,4. Multan Institute Of Health Sciences,Multan,"BS (HONS) , 4 Years",0.0,17-09-2017,Radiographer
807,1. Faisalabad Medical University,Faisalabad,"BS , 4 Years",0.0,22-11-2023,Radiographic & Imaging Technology
808,2. Government College University,Faisalabad,"BS , 4 Years",61000.0,30-11--0001,Radiographic & Imaging Technology
809,3. The University Of Chenab,Gujrat,"BS , 4 Years",0.0,17-02-2024,Radiographic & Imaging Technology
810,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Radiographic & Imaging Technology
811,5. Lahore University Of Biological & Applied Sciences,Lahore,"BS , 4 Years",0.0,03-02-2024,Radiographic & Imaging Technology
812,6. Sutlej College Of Allied Health Sciences,Bahawal Pur,"BS , 4 Years",0.0,22-01-2021,Radiographic & Imaging Technology
813,7. Aziz Fatimah Medical And Dental College,Faisalabad,"BS , 4 Years",0.0,31-10-2022,Radiographic & Imaging Technology
814,8. Royal Gorup Of Colleges,Gujranwala,"BS (HONS) , 4 Years",0.0,27-10-2018,Radiographic & Imaging Technology
815,"9. Pakistan Institute Of Professional Sciences, Bhara Kahu",Islamabad,"BS , 4 Years",0.0,28-09-2019,Radiographic & Imaging Technology
816,10. A C E Institute Of Medical And Emerging Sciences,Lahore,"BS , 4 Years",0.0,09-12-2023,Radiographic & Imaging Technology
817,11. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Radiographic & Imaging Technology
818,12. Dr Yahya Institute Of Medical Sciences,Layyah,"BS , 4 Years",0.0,15-12-2021,Radiographic & Imaging Technology
819,13. Sahara College Of Pharmacy & Allied Health Sciences,Narowal,"BS , 4 Years",0.0,01-12-2018,Radiographic & Imaging Technology
820,"14. Riphah International College, Peshawar",Peshawar,"AD , 2 Years",0.0,30-10-2023,Radiographic & Imaging Technology
821,15. Center Of Advanced Studies In Health & Technology,Rawalpindi,"BS , 4 Years",0.0,05-10-2023,Radiographic & Imaging Technology
822,16. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Radiographic & Imaging Technology
823,17. Afro-asian Institute,Lahore,"BS , 4 Years",0.0,10-08-2023,Radiographic & Imaging Technology
824,18. Federal Institute Of Health Sciences,Lahore,"BS , 4 Years",0.0,17-01-2021,Radiographic & Imaging Technology
825,19. Nasjon Institute Of Health Sciences,Lahore,"BS , 4 Years",0.0,27-10-2020,Radiographic & Imaging Technology
826,20. Punjab Institute Of Professional Studies,Lahore,"BS , 4 Years",0.0,13-03-2021,Radiographic & Imaging Technology
827,1. Liaquat University Of Medical And Health Sciences,Jamshoro,"AD , 2 Years",0.0,15-12-2023,Radiologic Technology
828,2. Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",0.0,15-12-2023,Radiologic Technology
829,3. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Radiologic Technology
830,4. The University Of Modern Sciences,Tando Muhammad Khan,"BS , 4 Years",0.0,30-09-2023,Radiologic Technology
831,5. City University Of Science & Information Technology,Peshawar,"B.TECH , 4 Years",160000.0,08-03-2024,Radiologic Technology
832,6. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Radiologic Technology
833,7. Abasyn University (sub Campus),Islamabad,"BS , 4 Years",0.0,24-03-2024,Radiologic Technology
834,"8. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",187200.0,29-02-2024,Radiologic Technology
835,"9. Iqra National Univesity, Swat Campus",Swat,"BS , 4 Years",0.0,30-11--0001,Radiologic Technology
836,10. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Radiologic Technology
837,11. Bacha Khan Medical College,Mardan,"BS , 4 Years",0.0,23-10-2023,Radiologic Technology
838,12. Al- Qassar Institute Of Health Sciences,D.i. Khan,"BS , 4 Years",0.0,31-10-2020,Radiologic Technology
839,13. Prime Institute Of Health & Management Sciences,Mardan,"BS , 4 Years",0.0,19-01-2023,Radiologic Technology
840,14. Asian Institute Of Medical & Management Sciences,Peshawar,"BS , 4 Years",0.0,28-12-2023,Radiologic Technology
841,15. International College Of Health Sciences,Peshawar,"BS , 4 Years",0.0,19-11-2022,Radiologic Technology
842,16. Pakistan Institute Of Medical And Management Sciencse,Peshawar,"BS , 4 Years",0.0,01-11-2022,Radiologic Technology
843,17. Vertex Institute Of Science & Technology,Abbottabad,"BS , 4 Years",0.0,31-10-2023,Radiologic Technology
844,18. Dr. Ihsanullah Khan Medical Institute,Charsadda,"BS , 4 Years",0.0,02-10-2022,Radiologic Technology
845,19. Aman Medical Institute,Islamabad,"BS , 4 Years",0.0,17-11-2021,Radiologic Technology
846,20. Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,08-03-2023,Radiologic Technology
847,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Radiological Imaging
848,2. Indus University,Karachi,"BS , 4 Years",134000.0,20-01-2024,Radiological Imaging
849,3. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Radiological Imaging
850,"4. Vertex Institute Of Science & Technology, Mirpur Campus",Mir Pur (ajk),"AD , 2 Years",0.0,04-01-2023,Radiological Imaging
851,1. University Of Haripur,Haripur,"BS , 4 Years",0.0,09-02-2024,Radiology
852,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Radiology
853,3. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Radiology
